,name,cname,symbol
7332,Gaming Partners International Corp.,Gaming Partners International Corp.,GPIC
7333,"Era Group, Inc.","Era Group, Inc.",ERA
7334,Vanguard U.S. Value Factor ETF,Vanguard U.S. Value Factor ETF,VFVA
7335,O'Shares Global Internet Giants ETF,O'Shares Global Internet Giants ETF,OGIG
7336,"RealNetworks, Inc.","RealNetworks, Inc.",RNWK
7337,iShares International Developed Property ETF,iShares International Developed Property ETF,WPS
7338,"Recro Pharma, Inc.","Recro Pharma, Inc.",REPH
7339,JPMorgan Global Bond Opportunities ETF,JPMorgan Global Bond Opportunities ETF,JPGB
7340,"PARTS iD, Inc.","PARTS iD, Inc.",LGC
7341,Alpha Pro Tech Ltd.,Alpha Pro Tech Ltd.,APT
7342,WisdomTree CBOE S&P 500 PutWrite Strategy Fund,WisdomTree CBOE S&P 500 PutWrite Strategy Fund,PUTW
7343,Invesco S&P SmallCap Momentum ETF,Invesco S&P SmallCap Momentum ETF,XSMO
7344,Proficient Alpha Acquisition Corp.,Proficient Alpha Acquisition Corp.,PAAC
7345,"Vislink Technologies, Inc.","Vislink Technologies, Inc.",VISL
7346,Geospace Technologies Corp.,Geospace Technologies Corp.,GEOS
7347,American Century Diversified Corporate Bond ETF,American Century Diversified Corporate Bond ETF,KORP
7348,"China Customer Relations Centers, Inc.","China Customer Relations Centers, Inc.",CCRC
7349,Bank of South Carolina Corp.,南卡罗来纳银行,BKSC
7350,Avianca Holdings SA,哥伦比亚航空,AVH
7351,"BM Technologies, Inc.","BM Technologies, Inc.",MFAC
7352,JPMorgan Diversified Return Global Equity ETF,JPMorgan Diversified Return Global Equity ETF,JPGE
7353,LRAD Corp.,LRAD Corp.,LRAD
7354,Altisource Portfolio Solutions SA,Altisource Portfolio Solutions SA,ASPS
7355,"Prudential Bancorp, Inc.",宾夕法尼亚保德信,PBIP
7356,Chardan Healthcare Acquisition 2 Corp.,Chardan Healthcare Acquisition 2 Corp.,CHAQ
7357,Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp.,BRPAU
7358,Invesco 1-30 Laddered Treasury ETF,Invesco 1-30 Laddered Treasury ETF,PLW
7359,Legg Mason Western Asset Total Return ETF,Legg Mason Western Asset Total Return ETF,WBND
7360,Eaton Vance Tax-Managed Buy-Write Strategy Fund,Eaton Vance Tax-Managed Buy-Write Strategy Fund,EXD
7361,"Troika Media Group, Inc.","Troika Media Group, Inc.",TRKA
7362,Nuveen California Select Tax Free Income Portfolio,Nuveen California Select Tax Free Income Portfolio,NXC
7363,"SRAX, Inc.","SRAX, Inc.",SRAX
7364,"Alio Gold, Inc.","Alio Gold, Inc.",ALO
7365,Citizens Holding Co. (Mississippi),市民金融控股,CIZN
7366,"Venus Concept, Inc.","Venus Concept, Inc.",VERO
7367,"On Deck Capital, Inc.","On Deck Capital, Inc.",ONDK
7368,Zions Bancorporation,Zions Bancorporation,ZBK
7369,BlackRock Strategic Municipal Trust,BSD信托,BSD
7370,Franklin Wireless Corp.,Franklin Wireless Corp.,FKWL
7371,ishares Core 5-10 Year USD Bond ETF,ishares Core 5-10 Year USD Bond ETF,IMTB
7372,"BIOLASE, Inc.","BIOLASE, Inc.",BIOL
7373,ELYS GAME TECHNOLOGY CORP,ELYS GAME TECHNOLOGY CORP,ELYS
7374,"Guaranty Federal Bancshares, Inc.",GFED银行,GFED
7375,Nuveen Mortgage Opportunity Term Fund 2,Nuveen Mortgage Opportunity Term Fund 2,JMT
7376,VictoryShares International Volatility Wtd ETF,智能照明,CIL
7377,5:01 Acquisition Corp.,5:01 Acquisition Corp.,FVAM
7378,"Lipocine, Inc.","Lipocine, Inc.",LPCN
7379,"Nuveen Municipal Income Fund, Inc.",纽文市政收益基金,NMI
7380,"Metacrine, Inc.","Metacrine, Inc.",MTCR
7381,Invesco KBW Property & Casualty Insurance ETF,Invesco KBW Property & Casualty Insurance ETF,KBWP
7382,"iSun, Inc.","iSun, Inc.",PECK
7383,"FRONTEO, Inc.","FRONTEO, Inc.",FTEO
7384,iShares MSCI Japan Small-Cap ETF,iShares MSCI日本小盘股 ETF,SCJ
7385,ETF SERIES SOLUTIONS APTUS COLLARED INCOME OPPORTUNITY ETF,ETF SERIES SOLUTIONS APTUS COLLARED INCOME OPPORTUNITY ETF,ACIO
7386,"U.S. Geothermal, Inc.","U.S. Geothermal, Inc.",HTM
7387,"Smart Sand, Inc.","Smart Sand, Inc.",SND
7388,Kayne Anderson Acquisition Corp.,Kayne Anderson Acquisition Corp.,KAAC
7389,Fang Holdings Ltd.,搜房网,SFUN
7390,Richardson Electronics Ltd.,理查森电子,RELL
7391,"One Stop Systems, Inc.","One Stop Systems, Inc.",OSS
7392,"Protara Therapeutics, Inc.","Protara Therapeutics, Inc.",TARA
7393,"NexPoint Real Estate Finance, Inc.","NexPoint Real Estate Finance, Inc.",NREF
7394,DeltaShares S&P 400 Managed Risk ETF,DeltaShares S&P 400 Managed Risk ETF,DMRM
7395,iShares U.S. Insurance ETF,iShares 美国保险公司 ETF,IAK
7396,AMREP Corp.,安美瑞普,AXR
7397,SPDR Portfolio Corporate Bond ETF,SPDR Portfolio Corporate Bond ETF,SPBO
7398,First Trust Nasdaq Artificial Intelligence & Robotics ETF,First Trust Nasdaq Artificial Intelligence & Robotics ETF,ROBT
7399,BlackRock New Jersey Municipal Income Trust,BNJ信托,BNJ
7400,"AmTrust Financial Services, Inc. (New York)","AmTrust Financial Services, Inc. (New York)",AFSS
7401,Principal Real Estate Income Fund,Principal Real Estate Income Fund,PGZ
7402,iShares Interest Rate Hedged Corporate Bond ETF,iShares 利率对冲企业债券 ETF,LQDH
7403,"China Digital TV Holding Co., Ltd.",北京永新视博数字电视技术有限公司,STV
7404,"Everspin Technologies, Inc.","Everspin Technologies, Inc.",MRAM
7405,"Limestone Bancorp, Inc.","Limestone Bancorp, Inc.",PBIB
7406,"Consumer Portfolio Services, Inc.","Consumer Portfolio Services, Inc.",CPSS
7407,ALPS Disruptive Technologies ETF,ALPS Disruptive Technologies ETF,DTEC
7408,Capital Senior Living Corp.,Capital Senior Living Corp.,CSU
7409,"Armata Pharmaceuticals, Inc.","Armata Pharmaceuticals, Inc.",ARMP
7410,"US Well Services, Inc.","US Well Services, Inc.",USWS
7411,ProShares High Yield Interest Rate Hedged,ProShares 高收益利率对冲 ETF,HYHG
7412,Radio One,第一电台,ROIAK
7413,"Cyclerion Therapeutics, Inc.","Cyclerion Therapeutics, Inc.",CYCN
7414,Motley Fool Small-Cap Growth ETF,Motley Fool Small-Cap Growth ETF,MFMS
7415,"DTF Tax-Free Income, Inc.",丹麦信托基金,DTF
7416,Trident Acquisitions Corp.,Trident Acquisitions Corp.,TDACU
7417,Akerna Corp.,Akerna Corp.,KERN
7418,"Acasti Pharma, Inc.","Acasti Pharma, Inc.",ACST
7419,"Moleculin Biotech, Inc.","Moleculin Biotech, Inc.",MBRX
7420,SPDR FactSet Innovative Technology ETF,SPDR FactSet Innovative Technology ETF,XITK
7421,VYANT BIO INC,VYANT BIO INC,VYNT
7422,Pacholder High Yield Fund Inc,Pacholder High Yield Fund Inc,PHF
7423,"Aravive, Inc.","Aravive, Inc.",ARAV
7424,Global Indemnity Ltd.,Global Indemnity Ltd.,GBLIZ
7425,"Beyond Air, Inc.","Beyond Air, Inc.",XAIR
7426,"脝terna Zentaris, Inc.",依特钠,AEZS
7427,First Trust Aberdeen Global Opportunity Income Fund,FAM基金,FAM
7428,Columbia Diversified Fixed Income Allocation ETF,Columbia Diversified Fixed Income Allocation ETF,DIAL
7429,"TD Holdings, Inc.",铜道控股,GLG
7430,Invesco S&P MidCap Value with Momentum ETF,Invesco S&P MidCap Value with Momentum ETF,XMVM
7431,Community West Bancshares,西部社区银行,CWBC
7432,"KLX Energy Services Holdings, Inc.","KLX Energy Services Holdings, Inc.",KLXE
7433,Tuscan Holdings Corp.,Tuscan Holdings Corp.,THCBU
7434,Cohen & Steers MLP Income & Energy Opportunity Fund Inc,Cohen & Steers MLP Income & Energy Opportunity Fund Inc,MIE
7435,Vanguard U.S. Minimum Volatility ETF,Vanguard U.S. Minimum Volatility ETF,VFMV
7436,"MFA Financial, Inc.","MFA Financial, Inc.",MFO
7437,Meten Edtechx Education Group Ltd.,美联国际教育集团,METX
7438,"United Bancshares, Inc. (Ohio)",联合货币中心银行,UBOH
7439,LIV Capital Acquisition Corp.,LIV Capital Acquisition Corp.,LIVK
7440,"Crexendo, Inc.","Crexendo, Inc.",CXDO
7441,LIFESCI ACQUISITION II CORP,LIFESCI ACQUISITION II CORP,LSAQ
7442,Salient Midstream & MLP Fund,Salient Midstream & MLP Fund,SMM
7443,VanEck Vectors High Income MLP ETF,VanEck Vectors High Income MLP ETF,EINC
7444,"Chicken Soup for the Soul Entertainment, Inc.","Chicken Soup for the Soul Entertainment, Inc.",CSSEP
7445,National General Holdings Corp.,National General Holdings Corp.,NGHCZ
7446,"AIM ImmunoTech, Inc.","AIM ImmunoTech, Inc.",AIM
7447,Martin Midstream Partners LP,Martin Midstream Partners LP,MMLP
7448,INNOVATOR ETFS TRUST,INNOVATOR ETFS TRUST,PJAN
7449,Adamis Pharmaceuticals Corp.,Adamis Pharmaceuticals Corp.,ADMP
7450,"PLBY Group, Inc.","PLBY Group, Inc.",MCAC
7451,"Marchex, Inc.","Marchex, Inc.",MCHX
7452,"urban-gro, Inc.","urban-gro, Inc.",UGRO
7453,Celsion Corp.,克莱瑞恩,CLSN
7454,Entrepreneur 30 Fund,熵通科技,ENTR
7455,Entergy Louisiana LLC,Entergy Louisiana LLC,ELU
7456,Two Roads Shared Trust,Two Roads Shared Trust,AFIF
7457,First Trust Low Duration Strategic Focus ETF,First Trust Low Duration Strategic Focus ETF,LDSF
7458,Summit State Bank (California),Summit State Bank (California),SSBI
7459,ClearBridge All Cap Growth ETF,ClearBridge All Cap Growth ETF,CACG
7460,General Electric Capital Corp.,General Electric Capital Corp.,GEH
7461,"Unum Therapeutics, Inc.","Unum Therapeutics, Inc.",UMRX
7462,First Trust Energy AlphaDEX Fund,First Trust Energy AlphaDEX Fund,FXN
7463,"I.D. Systems, Inc.",编号系统,IDSY
7464,Elements Rogers Intl Commodity Index-Agriculture TR ETN,农业指数ETF-ELEMENTS,RJA
7465,Alpha Architect International Quantitative Value ETF,Alpha Architect International Quantitative Value ETF,IVAL
7466,Magal Security Systems Ltd.,马加尔安全系统,MAGS
7467,VanEck Vectors Video Gaming & eSports ETF,VanEck Vectors Video Gaming & eSports ETF,ESPO
7468,"Sio Gene Therapies, Inc.","Sio Gene Therapies, Inc.",AXGT
7469,ProShares UltraShort Euro,欧元ETF-ProShares两倍做空,EUO
7470,Euroseas Ltd.,Euroseas Ltd.,ESEA
7471,Direxion Daily Semiconductor Bear 3x Shares,Direxion Daily Semiconductor Bear 3x Shares,SOXS
7472,"The Alkaline Water Co., Inc.","The Alkaline Water Co., Inc.",WTER
7473,"Cortland Bancorp, Inc. (Ohio)","Cortland Bancorp, Inc. (Ohio)",CLDB
7474,WBI Power Factor High Dividend ETF,WBI Power Factor High Dividend ETF,WBIY
7475,Invesco DWA Tactical Sector Rotation ETF,Invesco DWA Tactical Sector Rotation ETF,DWTR
7476,"Processa Pharmaceuticals, Inc.","Processa Pharmaceuticals, Inc.",PCSA
7477,Issuer Direct Corp.,Issuer Direct Corp.,ISDR
7478,Dynagas LNG Partners LP,Dynagas LNG Partners LP,DLNG
7479,"Mechanical Technology, Inc.","Mechanical Technology, Inc.",MKTY
7480,Fidelity High Yield Factor ETF,Fidelity High Yield Factor ETF,FDHY
7481,Code Chain New Continent Ltd.,Code Chain New Continent Ltd.,CCNC
7482,Covisint Corp.,Covisint Corp.,COVS
7483,"Heritage Global, Inc.","Heritage Global, Inc.",HGBL
7484,Nebula Acquisition Corp.,Nebula Acquisition Corp.,NEBUW
7485,Avalon GloboCare Corp.,Avalon GloboCare Corp.,AVCO
7486,PIMCO New York Municipal Income Fund,纽约太平洋投资管理市政收益基金,PNF
7487,"Seacor Marine Holdings, Inc.","Seacor Marine Holdings, Inc.",SMHI
7488,Rivernorth Specialty Finance Corp.,Rivernorth Specialty Finance Corp.,RSF
7489,"Celadon Group, Inc.",萨拉东,CGI
7490,Bull Horn Holdings Corp.,Bull Horn Holdings Corp.,BHSEU
7491,Managed Duration Investment Grade Municipal Fund,Managed Duration Investment Grade Municipal Fund,MZF
7492,Riverview Financial Corp.,Riverview Financial Corp.,RIVE
7493,"HMN Financial, Inc.",HMN金融,HMNF
7494,Infobird Co. Ltd.,讯鸟软件,IFBD
7495,Eaton Vance California Municipal Income Trust,Eaton Vance California Municipal Income Trust,CEV
7496,Maiden Holdings Ltd.,Maiden Holdings Ltd.,MHLA
7497,"Excellon Resources, Inc.","Excellon Resources, Inc.",EXN
7498,INDUSTRIAL TECH ACQUISITIONS IN,INDUSTRIAL TECH ACQUISITIONS IN,ITAC
7499,"UQM Technologies, Inc.","UQM Technologies, Inc.",UQM
7500,"Color Star Technology Co., Ltd.","Color Star Technology Co., Ltd.",CSCW
7501,"Leap Therapeutics, Inc.","Leap Therapeutics, Inc.",LPTX
7502,JPMorgan U.S. Value Factor ETF,JPMorgan U.S. Value Factor ETF,JVAL
7503,BlackRock New York Municipal Income Quality Trust,BSE信托,BSE
7504,"Innovative Solutions & Support, Inc.",创新软件,ISSC
7505,First Trust Municipal High Income ETF,First Trust Municipal High Income ETF,FMHI
7506,MediWound Ltd.,MediWound Ltd.,MDWD
7507,AdvisorShares Sage Core Reserves ETF,AdvisorShares Sage Core Reserves ETF,HOLD
7508,ALPS Sprott Junior Gold Miners ETF,ALPS Sprott Junior Gold Miners ETF,SGDJ
7509,Capstone Turbine Corp.,凯普斯通涡轮,CPST
7510,"CM Finance, Inc.","CM Finance, Inc.",CMFN
7511,WisdomTree Global High Dividend Fund,WisdomTree Global High Dividend Fund,DEW
7512,VictoryShares USAA Core Short-Term Bond ETF,VictoryShares USAA Core Short-Term Bond ETF,USTB
7513,"Limbach Holdings, Inc.","Limbach Holdings, Inc.",LMB
7514,Core Alternative ETF,Core Alternative ETF,CCOR
7515,"Phunware, Inc.","Phunware, Inc.",PHUN
7516,First Trust Institutional Preferred Securities & Income ETF,First Trust Institutional Preferred Securities & Income ETF,FPEI
7517,First Trust RBA American Industrial Renaissance ETF,First Trust RBA American Industrial Renaissance ETF,AIRR
7518,Clough Global Dividend & Income Fund,Clough Global Dividend & Income Fund,GLV
7519,ClearShares Ultra-Short Maturity ETF,ClearShares Ultra-Short Maturity ETF,OPER
7520,Epsilon Energy Ltd.,Epsilon Energy Ltd.,EPSN
7521,"36Kr Holdings, Inc.",36氪控股公司,KRKR
7522,First Trust Small Cap Value AlphaDEX Fund,First Trust Small Cap Value AlphaDEX Fund,FYT
7523,Capstone Green Energy Corp.,Capstone Green Energy Corp.,CGRN
7524,Innovator S&#38;P 500 Power Buffer ETF,Innovator S&#38;P 500 Power Buffer ETF,PJUL
7525,Aptorum Group Ltd.,知临集团,APM
7526,Federated Premier Intermediate Municipal Income Fund,FPT基金,FPT
7527,WisdomTree Global ex-US Real Estate Fund,WisdomTree Global ex-US Real Estate Fund,DRW
7528,"Ballantyne Strong, Inc.","Ballantyne Strong, Inc.",BTN
7529,"Petra Acquisition, Inc.","Petra Acquisition, Inc.",PAICU
7530,LYRA THERAPEUTICS  INC.,LYRA THERAPEUTICS  INC.,LYRA
7531,"AIkido Pharma, Inc.","AIkido Pharma, Inc.",AIKI
7532,Nuveen Minnesota Quality Municipal Income Fund,Nuveen Minnesota Quality Municipal Income Fund,NMS
7533,"Oblong, Inc.","Oblong, Inc.",OBLG
7534,Valassis Digital Corp.,Valassis Digital Corp.,MXPT
7535,INNOVATOR ETFS TRUST S&#38;P 500 PWR BUFFER ETF APRIL,INNOVATOR ETFS TRUST S&#38;P 500 PWR BUFFER ETF APRIL,PAPR
7536,Invesco DWA Consumer Cyclicals Momentum ETF,Invesco DWA Consumer Cyclicals Momentum ETF,PEZ
7537,"U.S. Global Investors, Inc.",美国全球投资者,GROW
7538,"LENSAR, Inc.","LENSAR, Inc.",LNSR
7539,Avantis U.S. Small Cap Value ETF,Avantis U.S. Small Cap Value ETF,AVUV
7540,ProShares UltraShort Russell2000,罗素2000指数ETF-ProShares 两倍做空,TWM
7541,Osprey Energy Acquisition Corp.,Osprey Energy Acquisition Corp.,OSPR
7542,BlackRock California Municipal 2018 Term Trust,BJZ信托,BJZ
7543,Global X Scientific Beta US ETF,Global X Scientific Beta US ETF,SCIU
7544,"Exela Technologies, Inc.","Exela Technologies, Inc.",XELA
7545,Invesco High Income Trust II,范·卡本高收益二期基金,VLT
7546,"Allied Esports Entertainment, Inc.","Allied Esports Entertainment, Inc.",AESE
7547,VERSUS SYSTEMS INC,VERSUS SYSTEMS INC,VS
7548,WisdomTree Europe Hedged SmallCap Equity Fund,WisdomTree Europe Hedged SmallCap Equity Fund,EUSC
7549,iShares Edge Investment Grade Enhanced Bond ETF,iShares Edge Investment Grade Enhanced Bond ETF,IGEB
7550,MFS Investment Grade Municipal Trust,MFS市政基金,CXH
7551,BULL HORN HLDGS CORP,BULL HORN HLDGS CORP,BHSE
7552,High Income Securities Fund,普特南高收入债券基金,PCF
7553,Chardan Healthcare Acquisition Corp.,Chardan Healthcare Acquisition Corp.,CHAC
7554,First Trust Lunt U.S. Factor Rotation ETF,First Trust Lunt U.S. Factor Rotation ETF,FCTR
7555,ATA Creativity Global,ATA Creativity Global,AACG
7556,"Vertex Energy, Inc.","Vertex Energy, Inc.",VTNR
7557,Invesco New York AMT-Free Municipal Bond ETF,Invesco New York AMT-Free Municipal Bond ETF,PZT
7558,WBI Tactical Income Shares,WBI Tactical Income Shares,WBII
7559,"Tortoise Power & Energy Infrastructure Fund, Inc.","Tortoise Power & Energy Infrastructure Fund, Inc.",TPZ
7560,"AmTrust Financial Services, Inc. (New York)","AmTrust Financial Services, Inc. (New York)",AFST
7561,"Friedman Industries, Inc.","Friedman Industries, Inc.",FRD
7562,BlueStar Israel Technology ETF,BlueStar Israel Technology ETF,ITEQ
7563,ChaSerg Technology Acquisition Corp.,ChaSerg Technology Acquisition Corp.,CTACU
7564,"Wolverine Bancorp, Inc.","Wolverine Bancorp, Inc.",WBKC
7565,"Frequency Electronics, Inc.",高频电子,FEIM
7566,PETRA ACQUISITION INC,PETRA ACQUISITION INC,PAIC
7567,"Natural Alternatives International, Inc.","Natural Alternatives International, Inc.",NAII
7568,Invesco Fundamental Investment Grade Corporate Bond ETF,Invesco Fundamental Investment Grade Corporate Bond ETF,PFIG
7569,HCM Defender 100 Index ETF,HCM Defender 100 Index ETF,QQH
7570,"SORL Auto Parts, Inc.",瑞立集团有限公司,SORL
7571,"Western Asset Corporate Loan Fund, Inc.","Western Asset Corporate Loan Fund, Inc.",TLI
7572,"Red Cat Holdings, Inc.","Red Cat Holdings, Inc.",RCAT
7573,ProShares Pet Care ETF,ProShares Pet Care ETF,PAWZ
7574,Yunhong International,Yunhong International,ZGYH
7575,"Command Center, Inc.","Command Center, Inc.",CCNI
7576,Eagle Growth & Income Opportunities Fund,Eagle Growth & Income Opportunities Fund,EGIF
7577,"CannTrust Holdings, Inc.","CannTrust Holdings, Inc.",CTST
7578,"United Bancorp, Inc. (Ohio)",联合合众银行,UBCP
7579,"UCP, Inc.","UCP, Inc.",UCP
7580,VanEck Vectors Global Alternative Energy ETF,VanEck Vectors Global Alternative Energy ETF,GEX
7581,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.",MGEN
7582,IQ S&P High Yield Low Volatility Bond ETF,IQ S&P High Yield Low Volatility Bond ETF,HYLV
7583,"Caladrius Biosciences, Inc.","Caladrius Biosciences, Inc.",CLBS
7584,iShares Currency Hedged MSCI ACWI ex U.S. ETF,iShares Currency Hedged MSCI ACWI ex U.S. ETF,HAWX
7585,"Intersections, Inc.","Intersections, Inc.",INTX
7586,Alpha Architect U.S. Quantitative Momentum ETF,Alpha Architect U.S. Quantitative Momentum ETF,QMOM
7587,VanEck Vectors Natural Resources ETF,VanEck Vectors Natural Resources ETF,HAP
7588,"Wellesley Bancorp, Inc.","Wellesley Bancorp, Inc.",WEBK
7589,John Hancock Multifactor Developed International ETF,John Hancock Multifactor Developed International ETF,JHMD
7590,"ENDRA Life Sciences, Inc.","ENDRA Life Sciences, Inc.",NDRA
7591,Houston Wire & Cable Co.,休斯顿电线电缆,HWCC
7592,MTech Acquisition Corp.,MTech Acquisition Corp.,MTEC
7593,"The European Equity Fund, Inc.","The European Equity Fund, Inc.",EEA
7594,Red Lion Hotels Corp.,Red Lion Hotels Corp.,RLH
7595,"BioNTech US, Inc.","BioNTech US, Inc.",NTGN
7596,"Lumos Pharma, Inc.","Lumos Pharma, Inc.",LUMO
7597,Mattersight Corp.,Mattersight Corp.,MATR
7598,THL Credit Senior Loan Fund,THL Credit Senior Loan Fund,TSLF
7599,"Where Food Comes From, Inc.","Where Food Comes From, Inc.",WFCF
7600,Direxion All Cap Insider Sentiment Shares,Direxion All Cap Insider Sentiment Shares,KNOW
7601,Invesco S&P 500 Enhanced Value ETF,Invesco S&P 500 Enhanced Value ETF,SPVU
7602,Atlantic American Corp.,美国大西洋,AAME
7603,iShares Robotics & Artificial Intelligence ETF,iShares Robotics & Artificial Intelligence ETF,IRBO
7604,Virtus InfraCap U.S. Preferred Stock ETF,Virtus InfraCap U.S. Preferred Stock ETF,PFFA
7605,"Lifeway Foods, Inc.",来福威食品,LWAY
7606,CPS Technologies Corp.,CPS Technologies Corp.,CPSH
7607,"Dover Downs Gaming & Entertainment, Inc.",多佛唐斯娱乐,DDE
7608,First National Corp. (Virginia),First National Corp. (Virginia),FXNC
7609,Distillate US Fundamental Stability & Value ETF,Distillate US Fundamental Stability & Value ETF,DSTL
7610,Invesco BulletShares 2025 High Yield Corporate Bond ETF,Invesco BulletShares 2025 High Yield Corporate Bond ETF,BSJP
7611,"PolarityTE, Inc.","PolarityTE, Inc.",PTE
7612,FlexShares International Quality Dividend Defensive Index Fd,FlexShares International Quality Dividend Defensive Index Fd,IQDE
7613,Invesco DWA Basic Materials Momentum ETF,Invesco DWA Basic Materials Momentum ETF,PYZ
7614,"Universal Stainless & Alloy Products, Inc.",通用不锈钢和合金制品公司,USAP
7615,"Perma-Fix Environmental Services, Inc.",佩尔马福克斯环境服务,PESI
7616,Invesco S&P 500 Momentum ETF,Invesco S&P 500 Momentum ETF,SPMO
7617,United States Antimony Corp.,United States Antimony Corp.,UAMY
7618,Synalloy Corp.,Synalloy Corp.,SYNL
7619,"Synacor, Inc.","Synacor, Inc.",SYNC
7620,Oppenheimer Russell 2000 Dynamic Multifactor ETF,Oppenheimer Russell 2000 Dynamic Multifactor ETF,OMFS
7621,VictoryShares International High Div Volatility Wtd ETF,VictoryShares International High Div Volatility Wtd ETF,CID
7622,"Reed's, Inc.","Reed's, Inc.",REED
7623,"Lake Shore Bancorp, Inc.",莱克肖尔万通金控,LSBK
7624,Quest Resource Holding Corp.,Quest Resource Holding Corp.,QRHC
7625,Invesco Dynamic Networking ETF,Invesco Dynamic Networking ETF,PXQ
7626,"Aberdeen Chile Fund, Inc.","Aberdeen Chile Fund, Inc.",CH
7627,KLR Energy Acquisition Corp. Class A Common Stock,KLR Energy Acquisition Corp. Class A Common Stock,KLRE
