,name,cname,symbol
10137,"InterCloud Systems, Inc.","InterCloud Systems, Inc.",ICLDW
10138,AGNC Investment Corp.,AGNC Investment Corp.,AGNCO
10139,LIV Capital Acquisition Corp.,LIV Capital Acquisition Corp.,LIVKU
10140,"Hostess Brands, Inc.","Hostess Brands, Inc.",TWNKW
10141,Delta Technology Holdings Ltd.,Delta Technology Holdings Ltd.,DELTW
10142,Sprott Physical Platinum & Palladium Trust,Sprott Physical Platinum & Palladium Trust,SPPP
10143,Fifth Third Bancorp,Fifth Third Bancorp,FITBO
10144,UBS ETRACS - ProShares Daily 3x Long Crude ETN,UBS ETRACS - ProShares Daily 3x Long Crude ETN,WTIU
10145,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc.",NYMTM
10146,"CuriosityStream, Inc.","CuriosityStream, Inc.",SAQNW
10147,Eaton Vance Risk Managed Diversified Equity Income Fund,Eaton Vance Risk Managed Diversified Equity Income Fund,ETJ
10148,CHP Merger Corp.,CHP Merger Corp.,CHPMW
10149,Merida Merger Corp. I,Merida Merger Corp. I,MCMJU
10150,Thunder Bridge Acquisition II Ltd.,Thunder Bridge Acquisition II Ltd.,THBRW
10151,"Broadcom, Inc.","Broadcom, Inc.",AVGOP
10152,Health Sciences Acquisitions Corp.,Health Sciences Acquisitions Corp.,HSACW
10153,AdaptHealth Corp.,AdaptHealth Corp.,AHCOW
10154,ARKO Corp.,ARKO Corp.,HYACW
10155,Brookfield Property Partners LP,Brookfield Property Partners LP,BPYPO
10156,Union Acquisition Corp. II,Union Acquisition Corp. II,LATNU
10157,Stable Road Acquisition Corp.,Stable Road Acquisition Corp.,SRACU
10158,"Xynomic Pharmaceuticals Holdings, Inc.","Xynomic Pharmaceuticals Holdings, Inc.",XYNPW
10159,"CHS, Inc.","CHS, Inc.",CHSCL
10160,"CHS, Inc.","CHS, Inc.",CHSCO
10161,"Fellazo, Inc.","Fellazo, Inc.",FLLCW
10162,"Healthcare Trust, Inc.","Healthcare Trust, Inc.",HTIA
10163,Amplitude Healthcare Acquisition Corp.,Amplitude Healthcare Acquisition Corp.,AMHCW
10164,"CHS, Inc.","CHS, Inc.",CHSCM
10165,Medallion Bank,Medallion Bank,MBNKP
10166,Netfin Acquisition Corp.,Netfin Acquisition Corp.,NFINU
10167,Haymaker Acquisition Corp. II,Haymaker Acquisition Corp. II,HYACU
10168,GX Acquisition Corp.,GX Acquisition Corp.,GXGXW
10169,Ready Capital Corp.,Ready Capital Corp.,RCB
10170,Tuscan Holdings Corp. II,Tuscan Holdings Corp. II,THCAU
10171,Seanergy Maritime Holdings Corp.,Seanergy A类股权证,SHIPW
10172,"B. Riley Financial, Inc.","B. Riley Financial, Inc.",RILYP
10173,Merchants Bancorp (Indiana),Merchants Bancorp (Indiana),MBINO
10174,"CHS, Inc.","CHS, Inc.",CHSCN
10175,Greenland Technologies Holding Corp.,Greenland Technologies Holding Corp.,GTECW
10176,Experience Investment Corp.,Experience Investment Corp.,EXPCW
10177,Act II Global Acquisition Corp.,Act II Global Acquisition Corp.,ACTTW
10178,"Ambac Financial Group, Inc.","Ambac Financial Group, Inc.",AMBCW
10179,"Emmaus Life Sciences, Inc.","Emmaus Life Sciences, Inc.",EMMAW
10180,Gladstone Commercial Corp.,Gladstone Commercial Corp.,GOODN
10181,DIGIRAD CORP CUM PERPETUAL PFD SER A,DIGIRAD CORP CUM PERPETUAL PFD SER A,DRADP
10182,Orisun Acquisition Corp.,Orisun Acquisition Corp.,ORSNR
10183,"Xenetic Biosciences, Inc.","Xenetic Biosciences, Inc.",XBIOW
10184,"Immunovant, Inc.","Immunovant, Inc.",IMVTU
10185,PIMCO Energy & Tactical Credit Opportunities Fund,PIMCO Energy & Tactical Credit Opportunities Fund,NRGX
10186,Silver Spike Acquisition Corp.,Silver Spike Acquisition Corp.,SSPKW
10187,Union Acquisition Corp. II,Union Acquisition Corp. II,LATNW
10188,Zions Bancorporation,Zions Bancorporation,ZIONO
10189,8i Enterprises Acquisition Corp.,8i Enterprises Acquisition Corp.,JFKKW
10190,Merida Merger Corp. I,Merida Merger Corp. I,MCMJW
10191,"Paya Holdings, Inc.","Paya Holdings, Inc.",FTACW
10192,Watford Holdings Ltd.,Watford Holdings Ltd.,WTREP
10193,Proficient Alpha Acquisition Corp.,Proficient Alpha Acquisition Corp.,PAACR
10194,Zions Bancorporation,Zions Bancorporation,ZIONN
10195,Ucommune International Ltd.,Ucommune International Ltd.,ORSNW
10196,Akazoo S.A.,Akazoo S.A.,SONGW
10197,"Attis Industries, Inc.","Attis Industries, Inc.",ATISW
10198,New Providence Acquisition Corp.,New Providence Acquisition Corp.,NPAWW
10199,DISH Network Corp.,DISH Network Corp.,DISHR
10200,Greenvision Acquisition Corp.,Greenvision Acquisition Corp.,GRNVR
10201,Newtek Business Services Corp.,Newtek Business Services Corp.,NEWTL
10202,Greenvision Acquisition Corp.,Greenvision Acquisition Corp.,GRNVW
10203,"Youngevity International, Inc.","Youngevity International, Inc.",YGYIP
10204,LIV Capital Acquisition Corp.,LIV Capital Acquisition Corp.,LIVKW
10205,AGBA Acquisition Ltd.,AGBA Acquisition Ltd.,AGBAR
10206,Oxbridge Re Holdings Ltd.,Oxbridge Re Holdings Ltd.,OXBRW
10207,"Immunovant, Inc.","Immunovant, Inc.",IMVTW
10208,Zions Bancorporation,Zions Bancorporation,ZIONP
10209,Churchill Capital Corp. II,Churchill Capital Corp. II,CCX
10210,Willscot Corp.,Willscot Corp.,WSCWW
10211,Apex Technology Acquisition Corp.,Apex Technology Acquisition Corp.,APXTW
10212,"Fellazo, Inc.","Fellazo, Inc.",FLLCR
10213,AGBA Acquisition Ltd.,AGBA Acquisition Ltd.,AGBAW
10214,Black Ridge Acquisition Corp.,Black Ridge Acquisition Corp.,AESEW
10215,"BioCardia, Inc.","BioCardia, Inc.",BCDAW
10216,8i Enterprises Acquisition Corp.,8i Enterprises Acquisition Corp.,JFKKR
10217,Brooge Energy Ltd.,Brooge Energy Ltd.,BROGW
10218,"DermTech, Inc.","DermTech, Inc.",DMTKW
10219,AGBA Acquisition Ltd.,AGBA Acquisition Ltd.,AGBAU
10220,"Shift Technologies, Inc.","Shift Technologies, Inc.",INSUW
10221,"iSun, Inc.","iSun, Inc.",PECKW
10222,"US Ecology, Inc.","US Ecology, Inc.",ECOLW
10223,TCF Financial Corp.,TCF Financial Corp.,TCFCP
10224,Akerna Corp.,Akerna Corp.,KERNW
10225,Diversified Healthcare Trust,Diversified Healthcare Trust,DHCNL
10226,"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc.",SLNOW
10227,"Nuance Communications, Inc.","Nuance Communications, Inc.",NUANV
10228,Finserv Acquisition Corp.,Finserv Acquisition Corp.,FSRVW
10229,"Rosehill Resources, Inc.","Rosehill Resources, Inc.",ROSEU
10230,"Landcadia Holdings IV, Inc.",Landcadia权证,LCAHW
10231,Conyers Park II Acquisition Corp.,Conyers Park II Acquisition Corp.,CPAAW
10232,"NeuroMetrix, Inc.","NeuroMetrix, Inc.",NUROW
10233,AAF First Priority CLO Bond ETF,AAF First Priority CLO Bond ETF,AAA
10234,"Artius Acquisition, Inc.","Artius Acquisition, Inc.",AACQU
10235,"Artius Acquisition, Inc.","Artius Acquisition, Inc.",AACQW
10236,AAZST,AAZST,AAZST
10237,Absolute Core Equity ETF,Absolute Core Equity ETF,ABEQ
10238,"Arbor Realty Trust, Inc.","Arbor Realty Trust, Inc.",ABRN
10239,ABRN.L,ABRN.L,ABRN.L
10240,Autobytel Inc,Autobytel Inc,ABTL
10241,ACIES ACQUISITION CORP UNITS(1 ,ACIES ACQUISITION CORP UNITS(1 ,ACACU
10242,ACIES ACQUISITION CORP C/WTS 30,ACIES ACQUISITION CORP C/WTS 30,ACACW
10243,Atlantic Coastal Acquisition Corp.,Atlantic Coastal Acquisition Corp.,ACAHW
10244,"Carlotz, Inc.","Carlotz, Inc.",ACAMW
10245,Ace Global Business Acquisition Ltd.,Ace Global Business Acquisition Ltd.,ACBAU
10246,Ace Global Business Acquisition Ltd.,Ace Global Business Acquisition Ltd.,ACBAW
10247,ACE Convergence Acquisition Corp.,ACE Convergence Acquisition Corp.,ACEVU
10248,ACE Convergence Acquisition Corp.,ACE Convergence Acquisition Corp.,ACEVW
10249,ACKRELL SPAC PARTNERS I CO UNIT,ACKRELL SPAC PARTNERS I CO UNIT,ACKIU
10250,ACKRELL SPAC PARTNERS I CO C/WT,ACKRELL SPAC PARTNERS I CO C/WT,ACKIW
10251,Active Power,艾泰沃,ACPW
10252,Independence Holdings Corp.,Independence Holdings Corp.,ACQRW
10253,ARCLIGHT CLEAN TRANSITION CORP ,ARCLIGHT CLEAN TRANSITION CORP ,ACTCW
10254,ArcLight Clean Transition Corp. II,ArcLight Clean Transition Corp. II,ACTDW
10255,Global X Guru Activist,Global X Guru Activist,ACTX
10256,AMERICAN CONSERVATIVE VALUES ET,AMERICAN CONSERVATIVE VALUES ET,ACVF
10257,26 CAPITAL ACQUISITION CORP UNI,26 CAPITAL ACQUISITION CORP UNI,ADERU
10258,26 CAPITAL ACQUISITION CORP C/W,26 CAPITAL ACQUISITION CORP C/W,ADERW
10259,ANFIELD DYNAMIC FIXED INCOME ET,ANFIELD DYNAMIC FIXED INCOME ET,ADFI
10260,"Adial Pharmaceuticals, Inc.","Adial Pharmaceuticals, Inc.",ADILW
10261,SMARTETFS ASIA PACIFIC DIVIDEND,SMARTETFS ASIA PACIFIC DIVIDEND,ADIV
10262,ADVENT TECHNOLOGIES HLDGS INC C,ADVENT TECHNOLOGIES HLDGS INC C,ADNWW
10263,EDOC ACQUISITION CORP COM USD0.,EDOC ACQUISITION CORP COM USD0.,ADOCR
10264,EDOC ACQUISITION CORP C/WTS 30/,EDOC ACQUISITION CORP C/WTS 30/,ADOCW
10265,ADVANTAGE SOLUTIONS INC C/WTS(T,ADVANTAGE SOLUTIONS INC C/WTS(T,ADVWW
10266,AUTHENTIC EQUITY ACQUISITION CO,AUTHENTIC EQUITY ACQUISITION CO,AEACW
10267,AED.L,AED.L,AED.L
10268,Aegon Funding Co. LLC,Aegon Funding Co. LLC,AEFC
10269,AEH.L,AEH.L,AEH.L
10270,AEGON NV,AEGON NV,AEK
10271,AEK.L,AEK.L,AEK.L
10272,AENZA SAA SPON ADS EACH REP 5 O,AENZA SAA SPON ADS EACH REP 5 O,AENZ
10273,"American Electric Power Co., Inc.","American Electric Power Co., Inc.",AEPPL
10274,"American Electric Power Co., Inc.","American Electric Power Co., Inc.",AEPPZ
10275,AES CORP CORP UNIT,AES CORP CORP UNIT,AESC
10276,AFA.L,AFA.L,AFA.L
10277,AF Acquisition Corp.,AF Acquisition Corp.,AFAQW
10278,American Farmland Co.,American Farmland Co.,AFCO
10279,"American Financial Group, Inc.","American Financial Group, Inc.",AFGB
10280,"American Financial Group, Inc.","American Financial Group, Inc.",AFGC
10281,AMERICAN FINANCIAL GROUP INC OH,AMERICAN FINANCIAL GROUP INC OH,AFGD
10282,AFGE.L,AFGE.L,AFGE.L
10283,AMERICAN FINANCE TRUST INC 7.37,AMERICAN FINANCE TRUST INC 7.37,AFINO
10284,"American Financial Group, Inc.","American Financial Group, Inc.",AFW
10285,AFW.L,AFW.L,AFW.L
10286,PowerShares DB Agriculture Double Short ETN,PowerShares DB Agriculture Double Short ETN,AGA
10287,Advent Claymore Convertible Securities & Income Fund II,Advent Claymore Convertible Securities & Income Fund II,AGC
10288,Altimeter Growth Corp.,Altimeter Growth Corp.,AGCUU
10289,ALTIMETER GROWTH CORP C/WTS 30/,ALTIMETER GROWTH CORP C/WTS 30/,AGCWW
10290,"AgroFresh Solutions, Inc.","AgroFresh Solutions, Inc.",AGFSW
10291,Agile Growth Corp.,Agile Growth Corp.,AGGRW
10292,Global X Longevity Thematic ETF,Global X Longevity Thematic ETF,AGNG
10293,Adaptive Growth Opportunities ETF,Adaptive Growth Opportunities ETF,AGOX
10294,ProShares Ultra Silver,白银ETF-ProShares两倍做多,AGQ
10295,Alpha Healthcare Acquisition Corp.,Alpha Healthcare Acquisition Corp.,AHACU
10296,ALPHA HEALTHCARE ACQUISITION CO,ALPHA HEALTHCARE ACQUISITION CO,AHACW
10297,Avista Healthcare Public Acquisition Corp.,Avista Healthcare Public Acquisition Corp.,AHPAW
10298,AMN Healthcare Services Inc,AMN医疗保健服务公司,AHS
10299,AIB.L,AIB.L,AIB.L
10300,Altra Industrial Motion Corp.,Altra Industrial Motion Corp.,AIMCV
10301,ASSURANT INC 5.25% SUB NOTES DU,ASSURANT INC 5.25% SUB NOTES DU,AIZN
10302,SPORTS VENTURES ACQUISITION COR,SPORTS VENTURES ACQUISITION COR,AKICU
10303,SPORTS VENTURES ACQUISITION COR,SPORTS VENTURES ACQUISITION COR,AKICW
10304,Alberton Acquisition Corporation,Alberton Acquisition Corporation,ALACR
10305,"Alfi, Inc.","Alfi, Inc.",ALFIW
10306,Allegro Merger Corp.,Allegro Merger Corp.,ALGRR
10307,Altus Midstream Co.,Altus Midstream Co.,ALTMW
10308,ALTITUDE ACQUISITION CORP UNIT ,ALTITUDE ACQUISITION CORP UNIT ,ALTUU
10309,ALTITUDE ACQUISITION CORP C/WTS,ALTITUDE ACQUISITION CORP C/WTS,ALTUW
10310,"American Acquisition Opportunity, Inc.","American Acquisition Opportunity, Inc.",AMAOW
10311,"Advent Technologies Holdings, Inc.","Advent Technologies Holdings, Inc.",AMCIW
10312,EMLES MADE IN AMERICA ETF,EMLES MADE IN AMERICA ETF,AMER
10313,Amplify YieldShares Oil Hedged MLP Income ETF,Amplify YieldShares Oil Hedged MLP Income ETF,AMLX
10314,ETRACS Alerian Midstream Energy Index ETN,ETRACS Alerian Midstream Energy Index ETN,AMNA
10315,ETRACS Alerian Midstream Energy High Dividend Index ETN,ETRACS Alerian Midstream Energy High Dividend Index ETN,AMND
10316,AMPLITECH GROUP INC C/WTS 01/01,AMPLITECH GROUP INC C/WTS 01/01,AMPGW
10317,"Ameri Holdings, Inc.","Ameri Holdings, Inc.",AMRHW
10318,"Amsurg Corp. - 5.250% Mandatory Convertible Preferred Stock, Ser","Amsurg Corp. - 5.250% Mandatory Convertible Preferred Stock, Ser",AMSGP
10319,ETRACS ALERIAN MIDSTREAM ENERGY,ETRACS ALERIAN MIDSTREAM ENERGY,AMTR
10320,PROSHARES MSCI TRANSFORMATIONAL,PROSHARES MSCI TRANSFORMATIONAL,ANEW
10321,Anzu Special Acquisition Corp. I,Anzu Special Acquisition Corp. I,ANZUW
10322,"American Outdoor Brands, Inc.","American Outdoor Brands, Inc.",AOUTV
10323,Cellect Biotechnology Ltd.,Cellect Biotechnology Ltd.,APOPW
10324,APPHARVEST INC C/WTS 30/01/2026,APPHARVEST INC C/WTS 30/01/2026,APPHW
10325,Venaxis,AspenBio制药,APPY
10326,TRUESHARES STRUCTURED OUTCOME (,TRUESHARES STRUCTURED OUTCOME (,APRZ
10327,Intrexon Corporation ,Intrexon Corporation ,AQBTV
10328,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities Corp.,AQNB
10329,Global X Clean Water ETF,Global X Clean Water ETF,AQWA
10330,AEQUI ACQUISITION CORP C/WTS 30,AEQUI ACQUISITION CORP C/WTS 30,ARBGW
10331,ARK GLOBAL ACQUISITION CORP UNI,ARK GLOBAL ACQUISITION CORP UNI,ARKIU
10332,ARKO CORP C/WTS(TO PUR COM),ARKO CORP C/WTS(TO PUR COM),ARKOW
10333,ARK SPACE EXPLORATION &#38; INN,ARK SPACE EXPLORATION &#38; INN,ARKX
10334,Armor US Equity Index ETF,Armor US Equity Index ETF,ARMR
10335,ARROWROOT ACQUISITION CORP UNIT,ARROWROOT ACQUISITION CORP UNIT,ARRWU
10336,Arrowroot Acquisition Corp.,Arrowroot Acquisition Corp.,ARRWW
10337,Ares Capital Corporation,Ares Capital Corporation,ARU
10338,ARU.L,ARU.L,ARU.L
10339,ARRIVAL GROUP C/WTS 22/03/2026 ,ARRIVAL GROUP C/WTS 22/03/2026 ,ARVLW
10340,Arowana Inc. Rights,Arowana Inc. Rights,ARWAR
10341,Arowana Inc. Warrant,Arowana Inc. Warrant,ARWAW
10342,ARYA Sciences Acquisition Corp.,ARYA Sciences Acquisition Corp.,ARYAW
10343,"Cerevel Therapeutics Holdings, Inc.","Cerevel Therapeutics Holdings, Inc.",ARYBW
10344,SENDAS DISTRIBUIDORA S.A. SPON ,SENDAS DISTRIBUIDORA S.A. SPON ,ASAI
10345,ASTREA ACQUISITION CORP UNIT 1 ,ASTREA ACQUISITION CORP UNIT 1 ,ASAXU
10346,ASTREA ACQUISITION CORP C/WTS 2,ASTREA ACQUISITION CORP C/WTS 2,ASAXW
10347,Aberdeen Standard Global Infrastructure Income Fund,Aberdeen Standard Global Infrastructure Income Fund,ASGI
10348,Xtrackers Harvest CSI 300 China A-Shares ETF,德银嘉实沪深300指数ETF,ASHR
10349,AERSALE CORPORATION C/WTS 22/12,AERSALE CORPORATION C/WTS 22/12,ASLEW
10350,Alpha Capital Acquisition Co.,Alpha Capital Acquisition Co.,ASPCW
